iter	Logloss
116	0.2113716835
117	0.2107930802
118	0.2106483705
119	0.2103567269
120	0.210246427
121	0.2099007283
122	0.2096371279
123	0.2094756644
124	0.2092864781
125	0.2091752428
126	0.2090125568
127	0.2088375152
128	0.2086848891
129	0.2085730638
130	0.2083475666
131	0.2081870261
132	0.2080373866
133	0.2079266009
134	0.2077959057
135	0.2075638315
136	0.2073946161
137	0.2070772356
138	0.206916184
139	0.2067472857
140	0.2065269643
141	0.2064232219
142	0.2062649353
143	0.2060821217
144	0.2059810827
145	0.2058494969
146	0.2056242713
147	0.2054582357
148	0.2051516965
149	0.2049792339
150	0.204844133
151	0.2046142428
152	0.2044347021
153	0.2043292077
154	0.2041935835
155	0.2040589762
156	0.2039470466
157	0.2038688261
158	0.2037211634
159	0.2035388059
160	0.2033634372
161	0.2032194979
162	0.2030911256
163	0.2029884616
164	0.2026401416
165	0.2024176436
166	0.2023434182
167	0.2022145202
168	0.2020934085
169	0.2019660689
170	0.2018015973
171	0.2016095075
172	0.2014588922
173	0.2007717801
174	0.2005971704
175	0.2004719812
176	0.2002604362
177	0.2001127874
178	0.1999177405
179	0.1997922435
180	0.1996263225
181	0.1995213341
182	0.1994231211
183	0.1993618012
184	0.1992222339
185	0.1991198993
186	0.1989231966
187	0.1988364021
188	0.1986797813
189	0.1985254099
190	0.1984265132
191	0.198328425
192	0.1982116476
193	0.1981222297
194	0.1980534719
195	0.1977976877
196	0.1976166645
197	0.1975129801
198	0.1973973079
199	0.1973090291
200	0.197252793
201	0.1971618499
202	0.1969190757
203	0.1968251171
204	0.1967583724
205	0.1966702205
206	0.1966132121
207	0.1964202217
208	0.196325448
209	0.1962613915
210	0.1962114775
211	0.1961222636
212	0.1960407362
213	0.1959324928
214	0.1958394026
215	0.1956595755
216	0.195586477
217	0.1955401675
218	0.1954183146
219	0.1953052416
220	0.1951971193
221	0.1950877839
222	0.1950329522
223	0.1949267485
224	0.1948420053
225	0.1947511012
226	0.1946315877
227	0.1945673225
228	0.1944288852
229	0.1943596421
230	0.1942701618
231	0.1941826213
232	0.1941410506
233	0.1940671624
234	0.1939335866
235	0.1938716331
236	0.1936607713
237	0.1935564074
238	0.1934495788
239	0.1933998164
240	0.1933571151
241	0.1932797486
242	0.1932062285
243	0.1931671511
244	0.1931161624
245	0.1930394775
246	0.1929385551
247	0.1928417902
248	0.1927587626
249	0.1925859361
250	0.1924862748
251	0.1924133311
252	0.1923366651
253	0.1922094462
254	0.1921425904
255	0.192078062
256	0.1919791236
257	0.1919016738
258	0.191782088
259	0.1917424853
260	0.1915801165
261	0.1914576492
262	0.1914113294
263	0.1913684533
264	0.1912920935
265	0.1911483571
266	0.1911090025
267	0.1910054583
268	0.1909081544
269	0.1908505285
270	0.190693008
271	0.190628332
272	0.1905811206
273	0.1905462848
274	0.1904974516
275	0.1904117829
276	0.1903157127
277	0.190227909
278	0.1901947748
279	0.1901428678
280	0.190089305
281	0.1900526751
282	0.1899493041
283	0.189880275
284	0.189848968
285	0.1897839616
286	0.1896888777
287	0.189618571
288	0.1895373276
289	0.1894435938
290	0.1893821486
291	0.1893188606
292	0.1892181731
293	0.1890423273
294	0.1889749338
295	0.1888661696
296	0.1887907832
297	0.1887593152
298	0.1887274822
299	0.1886491478
300	0.1886199649
301	0.1885446075
302	0.1884768271
303	0.1883996433
304	0.1883643358
305	0.1882610499
306	0.1882181524
307	0.1881915992
308	0.188121625
309	0.1880529472
310	0.1879910967
311	0.187944696
312	0.1879123725
313	0.1878751536
314	0.1878007155
315	0.1877425836
316	0.1876791515
317	0.1876096699
318	0.1875633727
319	0.1874826209
320	0.1874542682
321	0.1874081495
322	0.1873421372
323	0.1873109871
324	0.1872003135
325	0.1871549325
326	0.1870647906
327	0.1870363742
328	0.1869771622
329	0.1869260612
330	0.1868994255
331	0.1868253572
332	0.1867916226
333	0.1867163606
334	0.1866900866
335	0.1866156089
336	0.1865876628
337	0.1865445424
338	0.1864754223
339	0.1863885714
340	0.1862940402
341	0.1861100884
342	0.1860722936
343	0.1859975765
344	0.1859729442
345	0.1859213153
346	0.1858618219
347	0.1858297398
348	0.1857644273
349	0.1857262907
350	0.1856965084
351	0.1856013451
352	0.1855587102
353	0.1854790857
354	0.1853399481
355	0.1853012849
356	0.1852312893
357	0.185186671
358	0.1851414733
359	0.1851177276
360	0.1850926521
361	0.1849995583
362	0.1848754523
363	0.1848515919
364	0.1847932138
365	0.1847483891
366	0.1846741644
367	0.184564298
368	0.1844701559
369	0.1844032449
370	0.1843768759
371	0.1843314997
372	0.1842897596
373	0.1842336747
374	0.1841453897
375	0.1841193572
376	0.1840976514
377	0.1840198105
378	0.1839777406
379	0.1838489333
380	0.1837470408
381	0.1837050281
382	0.1836348395
383	0.183584508
384	0.1835628817
385	0.1834707596
386	0.1834146172
387	0.1833536131
388	0.1832954239
389	0.1832565231
390	0.1832347795
391	0.1831838565
392	0.1831131046
393	0.1830829328
394	0.1830291383
395	0.1830072882
396	0.1829645218
397	0.1829435077
398	0.1829173207
399	0.1828763809
400	0.1828519154
401	0.1827697643
402	0.1827491985
403	0.1826659016
404	0.1826294048
405	0.1826086098
406	0.1825840882
407	0.1825117705
408	0.1824573818
409	0.1824364906
410	0.1824141765
411	0.1823762745
412	0.1823283247
413	0.1822511917
414	0.1822249741
415	0.1821662417
416	0.1819133754
417	0.18189265
418	0.1818300121
419	0.1817799337
420	0.1817562241
421	0.1817364363
422	0.1816813286
423	0.1816612467
424	0.181641641
425	0.1816132523
426	0.1815553443
427	0.1814985597
428	0.1814569103
429	0.1814305049
430	0.1814100829
431	0.1813706534
432	0.1812986231
433	0.1812763808
434	0.1812255137
435	0.1811805982
436	0.1811615159
437	0.1811053431
438	0.1810864743
439	0.1810673003
440	0.1810340288
441	0.1809929404
442	0.1809520416
443	0.1808757723
444	0.1808148208
445	0.1807525026
446	0.1807100701
447	0.1806806475
448	0.1806329569
449	0.180574932
450	0.1805574855
451	0.1805334992
452	0.1805094317
453	0.1804568804
454	0.1804041395
455	0.1803621903
456	0.1803373618
457	0.1802915815
458	0.1802732018
459	0.1802165295
460	0.1801798937
461	0.1801231195
462	0.1800818987
463	0.1800422252
464	0.1800237346
465	0.17998594
466	0.1799215313
467	0.1799031064
468	0.1798836855
469	0.1798566542
470	0.1797883717
471	0.1797223012
472	0.1797049507
473	0.1796709138
474	0.1795916346
475	0.1795746681
476	0.1794996814
477	0.1794821784
478	0.1794400916
479	0.1793785111
480	0.1793463244
481	0.1792880603
482	0.1792127424
483	0.1791684332
484	0.179147552
485	0.1791302064
486	0.1791128143
487	0.1790935702
488	0.1790496941
489	0.1790259715
490	0.1789814765
491	0.1789655501
492	0.1789052151
493	0.1788650443
494	0.1788459629
495	0.1788097871
496	0.1787776382
497	0.17875189
498	0.1787357101
499	0.1786923862
500	0.1786418241
501	0.1786224596
502	0.1786002368
503	0.1785831895
504	0.1785286229
505	0.1784912621
506	0.1784391702
507	0.1784110467
508	0.1783940755
509	0.178292707
510	0.1782413475
511	0.1782241581
512	0.1781868833
513	0.1781697751
514	0.1781264068
515	0.1780906865
516	0.1780745142
517	0.1780244571
518	0.1780089598
519	0.1779375969
520	0.1778961672
521	0.1778763099
522	0.1778045515
523	0.1777730316
524	0.1776161877
525	0.177601175
526	0.1775712061
527	0.1775476923
528	0.1775241574
529	0.1774767852
530	0.1774357528
531	0.1774136929
532	0.1773861809
533	0.17737053
534	0.1773473855
535	0.177299968
536	0.1772535125
537	0.1772321626
538	0.1771945491
539	0.177178326
540	0.1771417315
541	0.1770823585
542	0.1770346022
543	0.1769825255
544	0.1769623287
545	0.176924152
546	0.1768775449
547	0.1768367729
548	0.1768051386
549	0.1767827299
550	0.1767375849
551	0.1767215965
552	0.1766534234
553	0.1766139083
554	0.1765945603
555	0.1765793498
556	0.1765145039
557	0.1764659445
558	0.1764507681
559	0.1764354854
560	0.176406361
561	0.1763863741
562	0.1763547271
563	0.1762807303
564	0.1762267256
565	0.1762109001
566	0.1761358535
567	0.1761216185
568	0.1760849082
569	0.1760477333
570	0.1760336627
571	0.1760128611
572	0.1759697435
573	0.1759474655
574	0.1759320014
575	0.1759181049
576	0.1758884972
577	0.1758352109
578	0.1758202546
579	0.175799884
580	0.1757399134
581	0.175708512
582	0.1756643197
583	0.1756115682
584	0.1755979914
585	0.1755807381
586	0.1755545704
587	0.1755295097
588	0.1754261246
589	0.1753984397
590	0.1753557634
591	0.1753416663
592	0.1752937362
593	0.175278029
594	0.17523266
595	0.1751921595
596	0.1751783424
597	0.1751639741
598	0.1751190955
599	0.1750729939
600	0.1750118104
601	0.1749979952
602	0.1749713443
603	0.174932643
604	0.1749182701
605	0.1748940536
606	0.1748392932
607	0.1748165106
608	0.1748029728
609	0.1747519051
610	0.1747366371
611	0.1747150989
612	0.174662878
613	0.1746498285
614	0.1746316476
615	0.1745801686
616	0.17451308
617	0.1744519142
618	0.1744297347
619	0.17434457
620	0.174300414
621	0.1742601576
622	0.1742335765
623	0.1742092288
624	0.1741965158
625	0.1741010494
626	0.1740398534
627	0.1740236606
628	0.1739998224
629	0.173986575
630	0.1739578614
631	0.1739219517
632	0.1738733603
633	0.1738114994
634	0.1737985037
635	0.1737654447
636	0.1737195106
637	0.1737065638
638	0.173679397
639	0.1736374761
640	0.173618868
641	0.1736063316
642	0.1735939165
643	0.1735514231
644	0.1735388138
645	0.1734797021
646	0.1734612688
647	0.1734488242
648	0.1734351753
649	0.1734112694
650	0.173399788
651	0.1733866581
652	0.1733729898
653	0.1733346839
654	0.1733061533
655	0.1732938416
656	0.1732817629
657	0.1732678821
658	0.1732562982
659	0.1732060343
660	0.1731940916
661	0.1731803385
662	0.1731678512
663	0.1731572706
664	0.1731191137
665	0.173105218
666	0.1730915128
667	0.1730797013
668	0.1730358468
669	0.17298153
670	0.1729406007
671	0.1729294024
672	0.1728965211
673	0.1728860683
674	0.1728689423
675	0.1728214595
676	0.1727879454
677	0.1727663726
678	0.1727018136
679	0.1726300222
680	0.1726182044
681	0.1725612169
682	0.1725498948
683	0.1725150757
684	0.1724783054
685	0.1724640547
686	0.1724529175
687	0.1724415741
688	0.1723565758
689	0.1723445872
690	0.1722995688
691	0.1722868457
692	0.1722759092
693	0.1722621587
694	0.1722249651
695	0.1722131371
696	0.1722021617
697	0.1721843044
698	0.1721735242
699	0.1721619746
700	0.172150865
701	0.1721397242
702	0.1721286157
703	0.172093855
704	0.1720832551
705	0.1720723425
706	0.1720612682
707	0.1720510066
708	0.172040352
709	0.1720034838
710	0.1719925778
711	0.171981597
712	0.1719181774
713	0.1719053165
714	0.1718729142
715	0.1718591387
716	0.1718485526
717	0.1718085817
718	0.1717959232
719	0.1717852019
720	0.1717744209
721	0.1717634861
722	0.171738933
723	0.1717282147
724	0.1717023577
725	0.1716916356
726	0.1716810679
727	0.1716704892
728	0.1716576292
729	0.1716404073
730	0.1716298331
731	0.1715937797
732	0.171565342
733	0.1715550777
734	0.1715325932
735	0.171521933
736	0.1714857129
737	0.1714718929
738	0.1714615741
739	0.1714260986
740	0.1714156431
741	0.1713785042
742	0.171368287
743	0.171357725
744	0.1713430205
745	0.1713026614
746	0.1712925311
747	0.1712820857
748	0.1712724075
749	0.1712626814
750	0.1712525272
751	0.1712424902
752	0.1712182783
753	0.1712080945
754	0.1711775976
755	0.1711679123
756	0.1711300489
757	0.1710997151
758	0.1710502432
759	0.171038613
760	0.1710287943
761	0.1710179751
762	0.1709969832
763	0.1709846122
764	0.1709746983
765	0.1709392464
766	0.1709206225
767	0.1709102388
768	0.1709002298
769	0.1708407788
770	0.1708268478
771	0.1708167629
772	0.1708063081
773	0.1707756133
774	0.1707656755
775	0.1707532278
776	0.1707430143
777	0.1707328703
778	0.1707228195
779	0.1707132257
780	0.1707033357
781	0.1706676534
782	0.1706547213
783	0.1706265718
784	0.1706101212
785	0.1705939304
786	0.1705841764
787	0.1705741988
788	0.1705608824
789	0.1705513088
790	0.1705350151
791	0.1705080761
792	0.1704983638
793	0.1704885388
794	0.1704607421
795	0.1704369462
796	0.1704280819
797	0.1703879842
798	0.1703460832
799	0.170333768
800	0.1703208856
801	0.1703108996
802	0.1703018097
803	0.1702924136
804	0.170249003
805	0.1702395433
806	0.1702298439
807	0.1702139609
808	0.1702044355
809	0.1701541452
810	0.170144483
811	0.1701348473
812	0.1701109182
813	0.1701018789
814	0.1700920872
815	0.1700825331
816	0.1700727109
817	0.1700288642
818	0.1699985572
819	0.1699767063
820	0.1699458458
821	0.1699364064
822	0.169923747
823	0.1698756998
824	0.1698659505
825	0.1698132191
826	0.1697580117
827	0.1697120031
828	0.1696806423
829	0.169671017
830	0.1696612686
831	0.1696517322
832	0.1696208983
833	0.1696115402
834	0.1696018843
835	0.1695494899
836	0.1695399404
837	0.1694679828
838	0.1694328024
839	0.1694013293
840	0.1693878748
841	0.169378195
842	0.1693456896
843	0.1693365368
844	0.169327679
845	0.1693180528
846	0.1693054824
847	0.1692763913
848	0.1692671617
849	0.1692437643
850	0.1692138708
851	0.169136024
852	0.169080391
853	0.1690684945
854	0.1690565149
855	0.1690474102
856	0.1690384138
857	0.1690245524
858	0.168984021
859	0.1688540255
860	0.1688372144
861	0.1688278138
862	0.1688185855
863	0.1688095686
864	0.1687999599
865	0.1687914175
866	0.1687503973
867	0.1687342898
868	0.1687247478
869	0.1687157068
870	0.1687061315
871	0.1686972607
872	0.1686891678
873	0.1686800086
874	0.1686262897
875	0.1686087063
876	0.1685810444
877	0.1685719517
878	0.1685633999
879	0.1685418373
880	0.1685300784
881	0.1685216138
882	0.168505179
883	0.1684961742
884	0.1684459816
885	0.1683894451
886	0.1683801268
887	0.1683717544
888	0.1683619109
889	0.1683295206
890	0.1683177175
891	0.1682818688
892	0.1682490658
893	0.1682193346
894	0.1682103742
895	0.1682012767
896	0.1681923552
897	0.1681834826
898	0.1681747551
899	0.1681660683
900	0.1681569073
901	0.1681479699
902	0.1681391657
903	0.1681281247
904	0.1681192863
905	0.1681103258
906	0.1681014355
907	0.1680925159
908	0.168073216
909	0.1680612586
910	0.1680523609
911	0.168017265
912	0.1680081214
913	0.167989749
914	0.1679810882
915	0.1679724411
916	0.167960946
917	0.1679100343
918	0.1679006696
919	0.1678834535
920	0.1678750275
921	0.1678662964
922	0.1678179755
923	0.1677855997
924	0.1677734878
925	0.1677647245
926	0.1677499789
927	0.1677410572
928	0.1677325867
929	0.1677242227
930	0.1676915943
931	0.1676837851
932	0.1676752101
933	0.1676392993
934	0.1676307262
935	0.1675929433
936	0.1674957787
937	0.1674872724
938	0.1674440198
939	0.1674323868
940	0.1674240516
941	0.1673895548
942	0.1673731684
943	0.1673303026
944	0.1672962763
945	0.167287485
946	0.1672142137
947	0.1672057655
948	0.1671979806
949	0.1671505055
950	0.167112053
951	0.1671011284
952	0.1670702862
953	0.1670613952
954	0.1670472155
955	0.1670386988
956	0.1670062302
957	0.1669978081
958	0.166985745
959	0.1669774345
960	0.1669688514
961	0.1669604013
962	0.1669519199
963	0.1669434884
964	0.1669350642
965	0.1669269277
966	0.1668963162
967	0.1668880705
968	0.1668470861
969	0.1668387878
970	0.1667957387
971	0.1667875238
972	0.1667791319
973	0.1667577006
974	0.1667494466
975	0.1666970919
976	0.1666888056
977	0.166680583
978	0.1666722587
979	0.1666639807
980	0.1666558118
981	0.1666476095
982	0.1666102905
983	0.1666025663
984	0.166591613
985	0.1665832536
986	0.1665494961
987	0.1665412605
988	0.1664973731
989	0.1664629757
990	0.1664259672
991	0.1663988339
992	0.166390529
993	0.1663628094
994	0.1663385875
995	0.1663276933
996	0.1663064631
997	0.1662821422
998	0.1662407068
999	0.1662325999
